pclass,survived,Residence,name,age,sibsp,parch,ticket,fare,cabin,embarked,boat,body,home.dest,Gender,Rfare,RFR001,Fare_BC
2,0,1,"Butler, Mr. Reginald Fenton",25,0,0,234686,13, ,S, ,97,"Southsea, Hants",0,592,.452599388379205,27.1312152712863
1,0,0,"Butt, Major. Archibald Willingham",45,0,0,113050,26.55,B38,S, , ,"Washington, DC",0,904.5,.69151376146789,59.1823771415937
2,0,1,"Byles, Rev. Thomas Roussel Davids",42,0,0,244310,13, ,S, , ,London,0,592,.452599388379205,27.1312152712863
2,1,0,"Bystrom, Mrs. (Karolina)",42,0,0,236852,13, ,S, , ,"New York, NY",1,592,.452599388379205,27.1312152712863
3,0,2,"Cacic, Miss. Manda",21,0,0,315087,8.6625, ,S, , , ,1,444,.339449541284404,11.8691757489561
3,0,2,"Cacic, Miss. Marija",30,0,0,315084,8.6625, ,S, , , ,1,444,.339449541284404,11.8691757489561
3,0,2,"Cacic, Mr. Jego Grga",18,0,0,315091,8.6625, ,S, , , ,0,444,.339449541284404,11.8691757489561
3,0,2,"Cacic, Mr. Luka",38,0,0,315089,8.6625, ,S, , ,Croatia,0,444,.339449541284404,11.8691757489561
1,0,2,"Cairns, Mr. Alexander", ,0,0,113798,31, ,S, , , ,0,977,.746941896024465,67.7096978988555
1,1,0,"Calderhead, Mr. Edward Pennington",42,0,0,PC 17476,26.2875,E24,S,5, ,"New York, NY",0,891,.681192660550459,57.6757221124681
2,1,2,"Caldwell, Master. Alden Gates",.8333,0,2,248738,29, ,S,13, ,"Bangkok, Thailand / Roseville, IL",0,946,.723241590214067,63.9624347488945
2,1,2,"Caldwell, Mr. Albert Francis",26,1,1,248738,29, ,S,13, ,"Bangkok, Thailand / Roseville, IL",0,946,.723241590214067,63.9624347488945
2,1,0,"Caldwell, Mrs. Albert Francis (Sylvia Mae Harbaugh)",22,1,1,248738,29, ,S,13, ,"Bangkok, Thailand / Roseville, IL",1,946,.723241590214067,63.9624347488945
3,0,2,"Calic, Mr. Jovo",17,0,0,315093,8.6625, ,S, , , ,0,444,.339449541284404,11.8691757489561
3,0,2,"Calic, Mr. Petar",17,0,0,315086,8.6625, ,S, , , ,0,444,.339449541284404,11.8691757489561
2,1,1,"Cameron, Miss. Clear Annie",35,0,0,F.C.C. 13528,21, ,S,14, ,"Mamaroneck, NY",1,772.5,.590596330275229,45.1523360605823
2,0,2,"Campbell, Mr. William", ,0,0,239853,0, ,S, , ,Belfast,0,9,.00688073394495413,-94.2083719232876
3,0,2,"Canavan, Miss. Mary",21,0,0,364846,7.75, ,Q, , , ,1,183,.139908256880734,-22.6417312338616
3,0,2,"Canavan, Mr. Patrick",21,0,0,364858,7.75, ,Q, , ,"Ireland Philadelphia, PA",0,183,.139908256880734,-22.6417312338616
1,1,0,"Candee, Mrs. Edward (Helen Churchill Hungerford)",53,0,0,PC 17606,27.4458, ,C,6, ,"Washington, DC",1,918,.701834862385321,60.7112966760832
3,0,1,"Cann, Mr. Ernest Charles",21,0,0,A./5. 2152,8.05, ,S, , , ,0,391.5,.299311926605505,6.05074478589431
3,0,2,"Caram, Mr. Joseph", ,1,0,2689,14.4583, ,C, , ,"Ottawa, ON",0,659.5,.504204892966361,33.8410518455065
3,0,2,"Caram, Mrs. Joseph (Maria Elias)", ,1,0,2689,14.4583, ,C, , ,"Ottawa, ON",1,659.5,.504204892966361,33.8410518455065
2,0,1,"Carbines, Mr. William",19,0,0,28424,13, ,S, ,18,"St Ives, Cornwall / Calumet, MI",0,592,.452599388379205,27.1312152712863
1,1,0,"Cardeza, Mr. Thomas Drake Martinez",36,0,1,PC 17755,512.3292,B51 B53 B55,C,3, ,"Austria-Hungary / Germantown, Philadelphia, PA",0,1306.5,.998853211009174,191.124398997648
1,1,0,"Cardeza, Mrs. James Warburton Martinez (Charlotte Wardle Drake)",58,0,1,PC 17755,512.3292,B51 B53 B55,C,3, ,"Germantown, Philadelphia, PA",1,1306.5,.998853211009174,191.124398997648
3,0,2,"Carlsson, Mr. August Sigfrid",28,0,0,350042,7.7958, ,S, , ,"Dagsas, Sweden Fower, MN",0,243.5,.186162079510703,-12.8798751139237
3,0,2,"Carlsson, Mr. Carl Robert",24,0,0,350409,7.8542, ,S, , ,"Goteborg, Sweden Huntley, IL",0,265,.202599388379205,-9.78698828699505
1,0,2,"Carlsson, Mr. Frans Olof",33,0,0,695,5,B51 B53 B55,S, , ,"New York, NY",0,20,.0152905198776758,-78.6316944378042
3,1,2,"Carr, Miss. Helen ""Ellen""",16,0,0,367231,7.75, ,Q,16, ,"Co Longford, Ireland New York, NY",1,183,.139908256880734,-22.6417312338616
3,0,2,"Carr, Miss. Jeannie",37,0,0,368364,7.75, ,Q, , ,"Co Sligo, Ireland Hartford, CT",1,183,.139908256880734,-22.6417312338616
1,0,2,"Carrau, Mr. Francisco M",28,0,0,113059,47.1, ,S, , ,"Montevideo, Uruguay",0,1062.5,.812308868501529,79.1762834001969
1,0,2,"Carrau, Mr. Jose Pedro",17,0,0,113059,47.1, ,S, , ,"Montevideo, Uruguay",0,1062.5,.812308868501529,79.1762834001969
1,1,0,"Carter, Master. William Thornton II",11,1,2,113760,120,B96 B98,S,4, ,"Bryn Mawr, PA",0,1239.5,.94762996941896,117.263364828063
1,1,0,"Carter, Miss. Lucile Polk",14,1,2,113760,120,B96 B98,S,4, ,"Bryn Mawr, PA",1,1239.5,.94762996941896,117.263364828063
1,1,0,"Carter, Mr. William Ernest",36,1,2,113760,120,B96 B98,S,C, ,"Bryn Mawr, PA",0,1239.5,.94762996941896,117.263364828063
2,0,1,"Carter, Mrs. Ernest Courtenay (Lilian Hughes)",44,1,0,244252,26, ,S, , ,London,1,857.5,.655581039755352,54.0213585575019
1,1,0,"Carter, Mrs. William Ernest (Lucile Polk)",36,1,2,113760,120,B96 B98,S,4, ,"Bryn Mawr, PA",1,1239.5,.94762996941896,117.263364828063
2,0,2,"Carter, Rev. Ernest Courtenay",54,1,0,244252,26, ,S, , ,London,0,857.5,.655581039755352,54.0213585575019
3,0,1,"Carver, Mr. Alfred John",28,0,0,392095,7.25, ,S, , ,"St Denys, Southampton, Hants",0,108.5,.0829510703363914,-38.4157124358353
1,0,1,"Case, Mr. Howard Brown",49,0,0,19924,26, ,S, , ,"Ascot, Berkshire / Rochester, NY",0,857.5,.655581039755352,54.0213585575019
1,1,0,"Cassebeer, Mrs. Henry Arthur Jr (Eleanor Genevieve Fosdick)", ,0,0,17770,27.7208, ,C,5, ,"New York, NY",1,924,.706422018348624,61.3984912084022
1,0,1,"Cavendish, Mr. Tyrell William",36,1,0,19877,78.85,C46,S, ,172,"Little Onn Hall, Staffs",0,1181,.902905198776758,100.492977221883
1,1,1,"Cavendish, Mrs. Tyrell William (Julia Florence Siegel)",76,1,0,19877,78.85,C46,S,6, ,"Little Onn Hall, Staffs",1,1181,.902905198776758,100.492977221883
3,0,2,"Celotti, Mr. Francesco",24,0,0,343275,8.05, ,S, , ,London,0,391.5,.299311926605505,6.05074478589431
1,0,0,"Chaffee, Mr. Herbert Fuller",46,1,0,W.E.P. 5734,61.175,E31,S, , ,"Amenia, ND",0,1125.5,.860474006116208,89.3217461670292
1,1,0,"Chaffee, Mrs. Herbert Fuller (Carrie Constance Toogood)",47,1,0,W.E.P. 5734,61.175,E31,S,4, ,"Amenia, ND",1,1125.5,.860474006116208,89.3217461670292
1,1,0,"Chambers, Mr. Norman Campbell",27,1,0,113806,53.1,E8,S,5, ,"New York, NY / Ithaca, NY",0,1091.5,.834480122324159,83.6060501769832
1,1,0,"Chambers, Mrs. Norman Campbell (Bertha Griggs)",33,1,0,113806,53.1,E8,S,5, ,"New York, NY / Ithaca, NY",1,1091.5,.834480122324159,83.6060501769832
2,0,0,"Chapman, Mr. Charles Henry",52,0,0,248731,13.5, ,S, ,130,"Bronx, NY",0,627,.479357798165138,30.6161898576199
2,0,1,"Chapman, Mr. John Henry",37,1,0,SC/AH 29037,26, ,S, ,17,"Cornwall / Spokane, WA",0,857.5,.655581039755352,54.0213585575019
2,0,1,"Chapman, Mrs. John Henry (Sara Elizabeth Lawry)",29,1,0,SC/AH 29037,26, ,S, , ,"Cornwall / Spokane, WA",1,857.5,.655581039755352,54.0213585575019
3,0,2,"Charters, Mr. David",21,0,0,A/5. 13032,7.7333, ,Q, , ,"Ireland New York, NY",0,149,.113914373088685,-29.1239451173061
1,1,2,"Chaudanson, Miss. Victorine",36,0,0,PC 17608,262.375,B61,C,4, , ,1,1295,.990061162079511,153.823267445992
1,1,1,"Cherry, Miss. Gladys",30,0,0,110152,86.5,B77,S,8, ,"London, England",1,1210,.925076452599388,107.831699547787
1,1,2,"Chevre, Mr. Paul Romaine",45,0,0,PC 17594,29.7,A9,C,7, ,"Paris, France",0,956,.730886850152905,65.1528257262347
1,1,1,"Chibnall, Mrs. (Edith Martha Bowerman)", ,0,1,113505,55,E33,S,6, ,"St Leonards-on-Sea, England Ohio",1,1095.5,.837538226299694,84.2462430245112
3,1,2,"Chip, Mr. Chang",32,0,0,1601,56.4958, ,S,C, ,"Hong Kong New York, NY",0,1106.5,.845948012232416,86.0483782250115
1,0,2,"Chisholm, Mr. Roderick Robert Crispin", ,0,0,112051,0, ,S, , ,"Liverpool, England / Belfast",0,9,.00688073394495413,-94.2083719232876
3,0,1,"Christmann, Mr. Emil",29,0,0,343276,8.05, ,S, , , ,0,391.5,.299311926605505,6.05074478589431
2,1,1,"Christy, Miss. Julie Rachel",25,1,1,237789,30, ,S,12, ,London,1,962,.735474006116208,65.8751929380871
2,1,1,"Christy, Mrs. (Alice Frances)",45,0,2,237789,30, ,S,12, ,London,1,962,.735474006116208,65.8751929380871
3,0,2,"Chronopoulos, Mr. Apostolos",26,1,0,2680,14.4542, ,C, , ,Greece,0,652.5,.498853211009174,33.146715683077
3,0,2,"Chronopoulos, Mr. Demetrios",18,1,0,2680,14.4542, ,C, , ,Greece,0,652.5,.498853211009174,33.146715683077
1,0,0,"Clark, Mr. Walter Miller",27,1,0,13508,136.7792,C89,C, , ,"Los Angeles, CA",0,1253.5,.958333333333333,122.924146029641
1,1,0,"Clark, Mrs. Walter Miller (Virginia McDowell)",26,1,0,13508,136.7792,C89,C,4, ,"Los Angeles, CA",1,1253.5,.958333333333333,122.924146029641
2,0,1,"Clarke, Mr. Charles Valentine",29,1,0,2003,26, ,S, , ,"England / San Francisco, CA",0,857.5,.655581039755352,54.0213585575019
2,1,1,"Clarke, Mrs. Charles V (Ada Maria Winfield)",28,1,0,2003,26, ,S,14, ,"England / San Francisco, CA",1,857.5,.655581039755352,54.0213585575019
1,1,1,"Cleaver, Miss. Alice",22,0,0,113781,151.55, ,S,11, , ,1,1260.5,.96368501529052,126.210022788102
1,0,0,"Clifford, Mr. George Quincy", ,0,0,110465,52,A14,S, , ,"Stoughton, MA",0,1080.5,.826070336391437,81.8839301328428
3,0,2,"Coelho, Mr. Domingos Fernandeo",20,0,0,SOTON/O.Q. 3101307,7.05, ,S, , ,Portugal,0,43,.0328746177370031,-61.9471526367519
3,1,1,"Cohen, Mr. Gurshon ""Gus""",18,0,0,A/5 3540,8.05, ,S,12, ,"London Brooklyn, NY",0,391.5,.299311926605505,6.05074478589431
3,0,2,"Colbert, Mr. Patrick",24,0,0,371109,7.25, ,Q, , ,"Co Limerick, Ireland Sherbrooke, PQ",0,108.5,.0829510703363914,-38.4157124358353
3,0,2,"Coleff, Mr. Peju",36,0,0,349210,7.4958, ,S, , ,"Bulgaria Chicago, IL",0,121,.0925076452599388,-35.3090678734303
3,0,2,"Coleff, Mr. Satio",24,0,0,349209,7.4958, ,S, , , ,0,121,.0925076452599388,-35.3090678734303
2,0,1,"Coleridge, Mr. Reginald Charles",29,0,0,W./C. 14263,10.5, ,S, , ,"Hartford, Huntingdonshire",0,512,.391437308868502,19.0321115380284
2,0,2,"Collander, Mr. Erik Gustaf",28,0,0,248740,13, ,S, , ,"Helsinki, Finland Ashtabula, Ohio",0,592,.452599388379205,27.1312152712863
2,1,1,"Collett, Mr. Sidney C Stuart",24,0,0,28034,10.5, ,S,9, ,"London / Fort Byron, NY",0,512,.391437308868502,19.0321115380284
1,0,2,"Colley, Mr. Edward Pomeroy",47,0,0,5727,25.5875,E58,S, , ,"Victoria, BC",0,827,.632262996941896,50.7823192858218
2,1,1,"Collyer, Miss. Marjorie ""Lottie""",8,0,2,C.A. 31921,26.25, ,S,14, ,"Bishopstoke, Hants / Fayette Valley, ID",1,885.5,.676987767584098,57.0678450109103
2,0,1,"Collyer, Mr. Harvey",31,1,1,C.A. 31921,26.25, ,S, , ,"Bishopstoke, Hants / Fayette Valley, ID",0,885.5,.676987767584098,57.0678450109103
2,1,1,"Collyer, Mrs. Harvey (Charlotte Annie Tate)",31,1,1,C.A. 31921,26.25, ,S,14, ,"Bishopstoke, Hants / Fayette Valley, ID",1,885.5,.676987767584098,57.0678450109103
1,1,0,"Compton, Miss. Sara Rebecca",39,1,1,PC 17756,83.1583,E49,C,14, ,"Lakewood, NJ",1,1203.5,.920107033639144,106.057418218736
1,0,0,"Compton, Mr. Alexander Taylor Jr",37,1,1,PC 17756,83.1583,E52,C, , ,"Lakewood, NJ",0,1203.5,.920107033639144,106.057418218736
1,1,0,"Compton, Mrs. Alexander Taylor (Mary Eliza Ingersoll)",64,0,2,PC 17756,83.1583,E45,C,14, ,"Lakewood, NJ",1,1203.5,.920107033639144,106.057418218736
3,0,0,"Conlon, Mr. Thomas Henry",31,0,0,21332,7.7333, ,Q, , ,"Philadelphia, PA",0,149,.113914373088685,-29.1239451173061
3,0,2,"Connaghton, Mr. Michael",31,0,0,335097,7.75, ,Q, , ,"Ireland Brooklyn, NY",0,183,.139908256880734,-22.6417312338616
3,1,2,"Connolly, Miss. Kate",22,0,0,370373,7.75, ,Q,13, ,Ireland,1,183,.139908256880734,-22.6417312338616
3,0,2,"Connolly, Miss. Kate",30,0,0,330972,7.6292, ,Q, , ,Ireland,1,134.5,.10282874617737,-32.2101042323701
3,0,2,"Connors, Mr. Patrick",70.5,0,0,370369,7.75, ,Q, ,171, ,0,183,.139908256880734,-22.6417312338616
3,0,2,"Cook, Mr. Jacob",43,0,0,A/5 3536,8.05, ,S, , , ,0,391.5,.299311926605505,6.05074478589431
2,1,2,"Cook, Mrs. (Selena Rogers)",22,0,0,W./C. 14266,10.5,F33,S,14, ,Pennsylvania,1,512,.391437308868502,19.0321115380284
3,0,2,"Cor, Mr. Bartol",35,0,0,349230,7.8958, ,S, , ,Austria,0,313,.239296636085627,-3.37898124803169
3,0,2,"Cor, Mr. Ivan",27,0,0,349229,7.8958, ,S, , ,Austria,0,313,.239296636085627,-3.37898124803169
3,0,2,"Cor, Mr. Liudevit",19,0,0,349231,7.8958, ,S, , ,Austria,0,313,.239296636085627,-3.37898124803169
2,0,0,"Corbett, Mrs. Walter H (Irene Colvin)",30,0,0,237249,13, ,S, , ,"Provo, UT",1,592,.452599388379205,27.1312152712863
2,0,2,"Corey, Mrs. Percy C (Mary Phyllis Elizabeth Miller)", ,0,0,F.C.C. 13534,21, ,S, , ,"Upper Burma, India Pittsburgh, PA",1,772.5,.590596330275229,45.1523360605823
3,0,1,"Corn, Mr. Harry",30,0,0,SOTON/OQ 392090,8.05, ,S, , ,London,0,391.5,.299311926605505,6.05074478589431
1,1,0,"Cornell, Mrs. Robert Clifford (Malvina Helen Lamson)",55,2,0,11770,25.7,C101,S,2, ,"New York, NY",1,828,.63302752293578,50.8873704035997
2,0,1,"Cotterill, Mr. Henry ""Harry""",21,0,0,29107,11.5, ,S, , ,"Penzance, Cornwall / Akron, OH",0,539.5,.412461773700306,21.8456072405085
3,1,1,"Coutts, Master. Eden Leslie ""Neville""",9,1,1,C.A. 37671,15.9, ,S,2, ,"England Brooklyn, NY",0,713,.545107033639144,39.1602002560458
3,1,1,"Coutts, Master. William Loch ""William""",3,1,1,C.A. 37671,15.9, ,S,2, ,"England Brooklyn, NY",0,713,.545107033639144,39.1602002560458
3,1,1,"Coutts, Mrs. William (Winnie ""Minnie"" Treanor)",36,0,2,C.A. 37671,15.9, ,S,2, ,"England Brooklyn, NY",1,713,.545107033639144,39.1602002560458
3,0,1,"Coxon, Mr. Daniel",59,0,0,364500,7.25, ,S, , ,"Merrill, WI",0,108.5,.0829510703363914,-38.4157124358353
1,0,0,"Crafton, Mr. John Bertram", ,0,0,113791,26.55, ,S, , ,"Roachdale, IN",0,904.5,.69151376146789,59.1823771415937
3,0,1,"Crease, Mr. Ernest James",19,0,0,S.P. 3464,8.1583, ,S, , ,"Bristol, England Cleveland, OH",0,425,.324923547400612,9.79837749892161
3,1,1,"Cribb, Miss. Laura Alice",17,0,1,371362,16.1, ,S,12, ,"Bournemouth, England Newark, NJ",1,722.5,.55237003058104,40.1096072013832
3,0,1,"Cribb, Mr. John Hatfield",44,0,1,371362,16.1, ,S, , ,"Bournemouth, England Newark, NJ",0,722.5,.55237003058104,40.1096072013832
1,0,0,"Crosby, Capt. Edward Gifford",70,1,1,WE/P 5735,71,B22,S, ,269,"Milwaukee, WI",0,1153.5,.881880733944954,94.6005916816835
1,1,2,"Crosby, Miss. Harriet R",36,0,2,WE/P 5735,71,B22,S,7, ,"Milwaukee, WI",1,1153.5,.881880733944954,94.6005916816835
1,1,0,"Crosby, Mrs. Edward Gifford (Catherine Elizabeth Halstead)",64,1,1,112901,26.55,B26,S,7, ,"Milwaukee, WI",1,904.5,.69151376146789,59.1823771415937
3,0,2,"Culumovic, Mr. Jeso",17,0,0,315090,8.6625, ,S, , ,Austria-Hungary,0,444,.339449541284404,11.8691757489561
1,0,0,"Cumings, Mr. John Bradley",39,1,0,PC 17599,71.2833,C85,C, , ,"New York, NY",0,1155.5,.883409785932722,95.0025039554025
1,1,0,"Cumings, Mrs. John Bradley (Florence Briggs Thayer)",38,1,0,PC 17599,71.2833,C85,C,4, ,"New York, NY",1,1155.5,.883409785932722,95.0025039554025
2,0,2,"Cunningham, Mr. Alfred Fleming", ,0,0,239853,0, ,S, , ,Belfast,0,9,.00688073394495413,-94.2083719232876
3,0,2,"Daher, Mr. Shedid",22.5,0,0,2698,7.225, ,C, ,9, ,0,65,.0496941896024465,-51.9937828715428
3,1,2,"Dahl, Mr. Karl Edwart",45,0,0,7598,8.05, ,S,15, ,"Australia Fingal, ND",0,391.5,.299311926605505,6.05074478589431
3,0,2,"Dahlberg, Miss. Gerda Ulrika",22,0,0,7552,10.5167, ,S, , ,"Norrlot, Sweden Chicago, IL",1,530,.40519877675841,20.8779122509502
3,0,2,"Dakic, Mr. Branko",19,0,0,349228,10.1708, ,S, , ,Austria,0,492,.376146788990826,16.959607396512
3,1,2,"Daly, Miss. Margaret Marcella ""Maggie""",30,0,0,382650,6.95, ,Q,15, ,"Co Athlone, Ireland New York, NY",1,32.5,.0248470948012232,-68.2853897126576
3,1,2,"Daly, Mr. Eugene Patrick",29,0,0,382651,7.75, ,Q,13 15 B, ,"Co Athlone, Ireland New York, NY",0,183,.139908256880734,-22.6417312338616
1,1,2,"Daly, Mr. Peter Denis",51,0,0,113055,26.55,E17,S,5 9, ,"Lima, Peru",0,904.5,.69151376146789,59.1823771415937
3,0,2,"Danbom, Master. Gilbert Sigvard Emanuel",.3333,0,2,347080,14.4, ,S, , ,"Stanton, IA",0,646,.49388379204893,32.5019536485267
3,0,2,"Danbom, Mr. Ernst Gilbert",34,1,1,347080,14.4, ,S, ,197,"Stanton, IA",0,646,.49388379204893,32.5019536485267
3,0,2,"Danbom, Mrs. Ernst Gilbert (Anna Sigrid Maria Brogren)",28,1,1,347080,14.4, ,S, , ,"Stanton, IA",1,646,.49388379204893,32.5019536485267
1,1,2,"Daniel, Mr. Robert Williams",27,0,0,113804,30.5, ,S,3, ,"Philadelphia, PA",0,970.5,.74197247706422,66.9095681909711
1,1,2,"Daniels, Miss. Sarah",33,0,0,113781,151.55, ,S,8, , ,1,1260.5,.96368501529052,126.210022788102
3,0,2,"Danoff, Mr. Yoto",27,0,0,349219,7.8958, ,S, , ,"Bulgaria Chicago, IL",0,313,.239296636085627,-3.37898124803169
3,0,2,"Dantcheff, Mr. Ristiu",25,0,0,349203,7.8958, ,S, , ,"Bulgaria Chicago, IL",0,313,.239296636085627,-3.37898124803169
1,0,2,"Davidson, Mr. Thornton",31,1,0,F.C. 12750,52,B71,S, , ,"Montreal, PQ",0,1080.5,.826070336391437,81.8839301328428
1,1,2,"Davidson, Mrs. Thornton (Orian Hays)",27,1,2,F.C. 12750,52,B71,S,3, ,"Montreal, PQ",1,1080.5,.826070336391437,81.8839301328428
2,1,1,"Davies, Master. John Morgan Jr",8,1,1,C.A. 33112,36.75, ,S,14, ,"St Ives, Cornwall / Hancock, MI",0,1019.5,.779434250764526,73.1643707205705
3,0,1,"Davies, Mr. Alfred J",24,2,0,A/4 48871,24.15, ,S, , ,"West Bromwich, England Pontiac, MI",0,817,.624617737003058,49.7356806514263
2,0,1,"Davies, Mr. Charles Henry",18,0,0,S.O.C. 14879,73.5, ,S, , ,"Lyndhurst, England",0,1160,.886850152905199,95.9206849782995
3,0,2,"Davies, Mr. Evan",22,0,0,SC/A4 23568,8.05, ,S, , , ,0,391.5,.299311926605505,6.05074478589431
3,0,1,"Davies, Mr. John Samuel",21,2,0,A/4 48871,24.15, ,S, , ,"West Bromwich, England Pontiac, MI",0,817,.624617737003058,49.7356806514263
3,0,1,"Davies, Mr. Joseph",17,2,0,A/4 48873,8.05, ,S, , ,"West Bromwich, England Pontiac, MI",0,391.5,.299311926605505,6.05074478589431
2,1,1,"Davies, Mrs. John Morgan (Elizabeth Agnes Mary White)",48,0,2,C.A. 33112,36.75, ,S,14, ,"St Ives, Cornwall / Hancock, MI",1,1019.5,.779434250764526,73.1643707205705
2,1,1,"Davis, Miss. Mary",28,0,0,237668,13, ,S,13, ,"London / Staten Island, NY",1,592,.452599388379205,27.1312152712863
3,0,1,"Davison, Mr. Thomas Henry", ,1,0,386525,16.1, ,S, , ,"Liverpool, England Bedford, OH",0,722.5,.55237003058104,40.1096072013832
3,1,1,"Davison, Mrs. Thomas Henry (Mary E Finck)", ,1,0,386525,16.1, ,S,16, ,"Liverpool, England Bedford, OH",1,722.5,.55237003058104,40.1096072013832
2,0,2,"de Brito, Mr. Jose Joaquim",32,0,0,244360,13, ,S, , ,"Portugal / Sau Paulo, Brazil",0,592,.452599388379205,27.1312152712863
3,1,0,"de Messemaeker, Mr. Guillaume Joseph",36.5,1,0,345572,17.4, ,S,15, ,"Tampico, MT",0,732.5,.560015290519878,41.1114723353488
3,1,0,"de Messemaeker, Mrs. Guillaume Joseph (Emma)",36,1,0,345572,17.4, ,S,13, ,"Tampico, MT",1,732.5,.560015290519878,41.1114723353488
3,1,2,"de Mulder, Mr. Theodore",30,0,0,345774,9.5, ,S,11, ,"Belgium Detroit, MI",0,477.5,.365061162079511,15.4406833648945
3,0,2,"de Pelsmaeker, Mr. Alfons",16,0,0,345778,9.5, ,S, , , ,0,477.5,.365061162079511,15.4406833648945
2,0,1,"Deacon, Mr. Percy William",17,0,0,S.O.C. 14879,73.5, ,S, , , ,0,1160,.886850152905199,95.9206849782995
3,1,1,"Dean, Master. Bertram Vere",1,1,2,C.A. 2315,20.575, ,S,10, ,"Devon, England Wichita, KS",0,763.5,.583715596330275,44.2377040304956
3,1,1,"Dean, Miss. Elizabeth Gladys ""Millvina""",.1667,1,2,C.A. 2315,20.575, ,S,10, ,"Devon, England Wichita, KS",1,763.5,.583715596330275,44.2377040304956
3,0,1,"Dean, Mr. Bertram Frank",26,1,2,C.A. 2315,20.575, ,S, , ,"Devon, England Wichita, KS",0,763.5,.583715596330275,44.2377040304956
3,1,1,"Dean, Mrs. Bertram (Eva Georgetta Light)",33,1,2,C.A. 2315,20.575, ,S,10, ,"Devon, England Wichita, KS",1,763.5,.583715596330275,44.2377040304956
2,0,2,"del Carlo, Mr. Sebastiano",29,1,0,SC/PARIS 2167,27.7208, ,C, ,295,"Lucca, Italy / California",0,924,.706422018348624,61.3984912084022
2,1,2,"del Carlo, Mrs. Sebastiano (Argenia Genovesi)",24,1,0,SC/PARIS 2167,27.7208, ,C,12, ,"Lucca, Italy / California",1,924,.706422018348624,61.3984912084022
3,0,2,"Delalic, Mr. Redjo",25,0,0,349250,7.8958, ,S, , , ,0,313,.239296636085627,-3.37898124803169
3,0,2,"Demetri, Mr. Marinko", ,0,0,349238,7.8958, ,S, , , ,0,313,.239296636085627,-3.37898124803169
2,0,2,"Denbury, Mr. Herbert",25,0,0,C.A. 31029,31.5, ,S, , ,"Guernsey / Elizabeth, NJ",0,994,.759938837920489,69.8425988290971
3,0,2,"Denkoff, Mr. Mitto", ,0,0,349225,7.8958, ,S, , ,"Bulgaria Coon Rapids, IA",0,313,.239296636085627,-3.37898124803169
3,0,1,"Dennis, Mr. Samuel",22,0,0,A/5 21172,7.25, ,S, , , ,0,108.5,.0829510703363914,-38.4157124358353
3,0,1,"Dennis, Mr. William",36,0,0,A/5 21175,7.25, ,S, , , ,0,108.5,.0829510703363914,-38.4157124358353
3,1,2,"Devaney, Miss. Margaret Delia",19,0,0,330958,7.8792, ,Q,C, ,"Kilmacowen, Co Sligo, Ireland New York, NY",1,281.5,.215214067278287,-7.51410132402977
2,0,1,"Dibden, Mr. William",18,0,0,S.O.C. 14879,73.5, ,S, , ,"New Forest, England",0,1160,.886850152905199,95.9206849782995
1,1,2,"Dick, Mr. Albert Adrian",31,1,0,17474,57,B20,S,3, ,"Calgary, AB",0,1113.5,.851299694189602,87.2292696942814
1,1,0,"Dick, Mrs. Albert Adrian (Vera Gillespie)",17,1,0,17474,57,B20,S,3, ,"Calgary, AB",1,1113.5,.851299694189602,87.2292696942814
3,0,2,"Dika, Mr. Mirko",17,0,0,349232,7.8958, ,S, , , ,0,313,.239296636085627,-3.37898124803169
3,0,2,"Dimic, Mr. Jovan",42,0,0,315088,8.6625, ,S, , , ,0,444,.339449541284404,11.8691757489561
3,0,2,"Dintcheff, Mr. Valtcho",43,0,0,349226,7.8958, ,S, , , ,0,313,.239296636085627,-3.37898124803169
1,1,0,"Dodge, Dr. Washington",53,1,1,33638,81.8583,A34,S,13, ,"San Francisco, CA",0,1195,.913608562691132,103.858933954831
1,1,0,"Dodge, Master. Washington",4,0,2,33638,81.8583,A34,S,5, ,"San Francisco, CA",0,1195,.913608562691132,103.858933954831
1,1,0,"Dodge, Mrs. Washington (Ruth Vidaver)",54,1,1,33638,81.8583,A34,S,5, ,"San Francisco, CA",1,1195,.913608562691132,103.858933954831
3,0,2,"Doharr, Mr. Tannous", ,0,0,2686,7.2292, ,C, , , ,0,87.5,.0668960244648318,-44.3070271347184
2,1,1,"Doling, Miss. Elsie",18,0,1,231919,23, ,S, , ,Southampton,1,800,.611620795107034,47.9714581112448
2,1,1,"Doling, Mrs. John T (Ada Julia Bone)",34,0,1,231919,23, ,S, , ,Southampton,1,800,.611620795107034,47.9714581112448
3,0,2,"Dooley, Mr. Patrick",32,0,0,370376,7.75, ,Q, , ,"Ireland New York, NY",0,183,.139908256880734,-22.6417312338616
3,1,1,"Dorking, Mr. Edward Arthur",19,0,0,A/5. 10482,8.05, ,S,B, ,"England Oglesby, IL",0,391.5,.299311926605505,6.05074478589431
1,0,0,"Douglas, Mr. Walter Donald",50,1,0,PC 17761,106.425,C86,C, ,62,"Deephaven, MN / Cedar Rapids, IA",0,1226,.937308868501529,112.619195649221
1,1,2,"Douglas, Mrs. Frederick Charles (Mary Helene Baxter)",27,1,1,PC 17558,247.5208,B58 B60,C,6, ,"Montreal, PQ",1,1290,.986238532110092,147.372645176645
1,1,0,"Douglas, Mrs. Walter Donald (Mahala Dutton)",48,1,0,PC 17761,106.425,C86,C,2, ,"Deephaven, MN / Cedar Rapids, IA",1,1226,.937308868501529,112.619195649221
